epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,206745,1.20883,1.46417,1.33433,0.52473,0.35314,0.37393,0.23997,1.28568,1.32503,1.36986,0.000536081,0.000536081,0.000536081
50,210859,1.20574,1.45629,1.33115,0.52137,0.3552,0.37465,0.24058,1.28379,1.32197,1.3689,0.000520548,0.000520548,0.000520548
51,214968,1.2042,1.45539,1.33082,0.52213,0.35632,0.37558,0.24125,1.2823,1.31988,1.36783,0.000505,0.000505,0.000505
52,219107,1.20319,1.45193,1.32988,0.5205,0.35956,0.37606,0.24178,1.28178,1.31816,1.36722,0.000489452,0.000489452,0.000489452
53,223231,1.19893,1.44365,1.32694,0.52521,0.35776,0.37722,0.24254,1.28105,1.31543,1.3664,0.000473919,0.000473919,0.000473919
54,227523,1.19876,1.44035,1.32594,0.52105,0.35917,0.37822,0.24322,1.28038,1.3134,1.36578,0.000458416,0.000458416,0.000458416
55,231657,1.19918,1.43844,1.3256,0.52079,0.36069,0.37873,0.24385,1.27921,1.31089,1.36505,0.00044296,0.00044296,0.00044296
56,235789,1.19454,1.43435,1.32337,0.5223,0.36152,0.37912,0.24392,1.27858,1.30877,1.36436,0.000427565,0.000427565,0.000427565
57,239984,1.19333,1.42988,1.32427,0.5236,0.36244,0.38041,0.24435,1.27744,1.30725,1.36356,0.000412246,0.000412246,0.000412246
58,244283,1.19109,1.42622,1.32126,0.52379,0.36345,0.38097,0.24522,1.27675,1.30496,1.36306,0.000397019,0.000397019,0.000397019
59,248573,1.18951,1.42451,1.32064,0.53014,0.36176,0.38187,0.24572,1.27591,1.30276,1.36231,0.000381899,0.000381899,0.000381899
60,253288,1.18879,1.42076,1.31986,0.53387,0.36062,0.38266,0.24619,1.27487,1.30091,1.36155,0.000366899,0.000366899,0.000366899
61,257902,1.18692,1.41379,1.31828,0.53091,0.36362,0.38339,0.24671,1.27352,1.29902,1.36038,0.000352037,0.000352037,0.000352037
62,262559,1.18542,1.41331,1.31714,0.53207,0.36351,0.38375,0.24716,1.27233,1.29734,1.35951,0.000337325,0.000337325,0.000337325
63,267147,1.18336,1.40868,1.31612,0.52643,0.36671,0.3845,0.24786,1.27153,1.2959,1.35894,0.000322778,0.000322778,0.000322778
64,271982,1.17972,1.40163,1.31458,0.5297,0.36782,0.38555,0.24845,1.27026,1.29425,1.35824,0.000308412,0.000308412,0.000308412
65,276419,1.18045,1.40254,1.31476,0.52806,0.36918,0.38645,0.24902,1.26947,1.29233,1.35761,0.000294239,0.000294239,0.000294239
66,280745,1.17941,1.40095,1.31388,0.52911,0.36893,0.38727,0.24946,1.26877,1.29149,1.35704,0.000280275,0.000280275,0.000280275
67,284913,1.17798,1.39694,1.31271,0.52941,0.36912,0.38806,0.25005,1.26823,1.28984,1.3565,0.000266532,0.000266532,0.000266532
68,289066,1.17571,1.39352,1.31081,0.53461,0.3687,0.38852,0.25034,1.26753,1.28829,1.35562,0.000253024,0.000253024,0.000253024
69,293238,1.1741,1.38879,1.31033,0.53222,0.3689,0.38859,0.25095,1.26686,1.28683,1.35518,0.000239766,0.000239766,0.000239766
70,297406,1.17251,1.38781,1.31053,0.53199,0.37,0.38957,0.25141,1.26615,1.28541,1.35445,0.000226769,0.000226769,0.000226769
71,301554,1.17309,1.38731,1.31073,0.52945,0.37309,0.39001,0.25186,1.26611,1.28378,1.35461,0.000214046,0.000214046,0.000214046
72,305708,1.17072,1.38088,1.30759,0.53074,0.3721,0.39039,0.25218,1.26611,1.28228,1.35439,0.000201611,0.000201611,0.000201611
73,309869,1.17107,1.3815,1.30787,0.53591,0.37054,0.39036,0.25241,1.26566,1.28157,1.35405,0.000189475,0.000189475,0.000189475
74,314187,1.17117,1.37913,1.30806,0.53706,0.3703,0.39095,0.25244,1.2653,1.2808,1.35381,0.000177651,0.000177651,0.000177651
75,318365,1.16581,1.37276,1.30515,0.5396,0.36997,0.39175,0.25285,1.26507,1.27992,1.35375,0.000166149,0.000166149,0.000166149
76,322522,1.16809,1.37441,1.30611,0.53957,0.37105,0.39173,0.25308,1.2648,1.27928,1.35339,0.000154982,0.000154982,0.000154982
77,326735,1.16546,1.37204,1.30519,0.54007,0.37107,0.39209,0.25334,1.26434,1.27843,1.35298,0.000144161,0.000144161,0.000144161
78,331057,1.16558,1.36676,1.30443,0.54194,0.36882,0.39215,0.25346,1.26389,1.27792,1.3526,0.000133695,0.000133695,0.000133695
79,335520,1.16297,1.36358,1.3036,0.53996,0.37019,0.39235,0.25361,1.26366,1.27709,1.35222,0.000123596,0.000123596,0.000123596
80,340081,1.16292,1.36485,1.30254,0.54041,0.37048,0.39251,0.25385,1.26339,1.27671,1.35223,0.000113873,0.000113873,0.000113873
81,344513,1.16311,1.36251,1.30306,0.53732,0.37192,0.39302,0.25412,1.26348,1.27568,1.35243,0.000104537,0.000104537,0.000104537
82,348811,1.16088,1.35935,1.30106,0.5353,0.37261,0.39341,0.25427,1.2631,1.27561,1.35181,9.55951e-05,9.55951e-05,9.55951e-05
83,353321,1.16195,1.36018,1.30227,0.53439,0.37393,0.39371,0.25458,1.26301,1.27494,1.35181,8.70577e-05,8.70577e-05,8.70577e-05
84,357974,1.1594,1.3569,1.30052,0.53623,0.3741,0.39371,0.25466,1.26265,1.27507,1.35147,7.89327e-05,7.89327e-05,7.89327e-05
85,362714,1.15952,1.35588,1.30041,0.53761,0.37374,0.3941,0.255,1.26219,1.27455,1.35093,7.12282e-05,7.12282e-05,7.12282e-05
86,367631,1.15716,1.35448,1.29966,0.5413,0.37298,0.39434,0.25515,1.26155,1.27382,1.35064,6.39518e-05,6.39518e-05,6.39518e-05
87,371858,1.15922,1.35381,1.30008,0.53987,0.3736,0.39442,0.25522,1.26136,1.27341,1.35057,5.71106e-05,5.71106e-05,5.71106e-05
88,376002,1.15846,1.35108,1.2987,0.54008,0.37351,0.39436,0.25527,1.261,1.27263,1.35,5.07115e-05,5.07115e-05,5.07115e-05
89,380158,1.15724,1.35364,1.2991,0.53507,0.3755,0.3947,0.2555,1.26084,1.27235,1.34998,4.47606e-05,4.47606e-05,4.47606e-05
90,384333,1.15635,1.3499,1.29821,0.53794,0.37473,0.39486,0.25565,1.26049,1.27205,1.34965,3.9264e-05,3.9264e-05,3.9264e-05
91,388159,1.27395,1.32817,1.34152,0.53176,0.37593,0.39458,0.25529,1.26119,1.27238,1.35053,3.4227e-05,3.4227e-05,3.4227e-05
92,391998,1.26424,1.30805,1.33283,0.52978,0.37597,0.39461,0.25533,1.26166,1.27292,1.35084,2.96546e-05,2.96546e-05,2.96546e-05
93,395814,1.26392,1.3038,1.33042,0.53109,0.37615,0.39473,0.2553,1.26184,1.27333,1.35102,2.55513e-05,2.55513e-05,2.55513e-05
94,399623,1.26035,1.29914,1.32878,0.53204,0.3757,0.39515,0.25539,1.26179,1.27336,1.35097,2.19212e-05,2.19212e-05,2.19212e-05
95,403431,1.25989,1.29661,1.32859,0.53766,0.37246,0.39487,0.25532,1.26238,1.27361,1.35119,1.87678e-05,1.87678e-05,1.87678e-05
96,407259,1.25788,1.29574,1.32874,0.54059,0.37097,0.39463,0.25535,1.26211,1.27341,1.35088,1.60943e-05,1.60943e-05,1.60943e-05
97,411227,1.2573,1.29376,1.32716,0.54022,0.37158,0.3949,0.25539,1.26228,1.27326,1.351,1.39032e-05,1.39032e-05,1.39032e-05
98,415169,1.25797,1.29226,1.32659,0.54149,0.37099,0.39515,0.25575,1.26237,1.27293,1.35076,1.21968e-05,1.21968e-05,1.21968e-05
99,419047,1.2576,1.29073,1.3267,0.53726,0.37293,0.39534,0.2558,1.26242,1.27275,1.35067,1.09768e-05,1.09768e-05,1.09768e-05
100,423028,1.25527,1.28973,1.32525,0.53785,0.37266,0.39534,0.25562,1.26247,1.27246,1.35046,1.02443e-05,1.02443e-05,1.02443e-05
